Record ID,year,month,MoleculeName,TradeName,ProductName,Packs,Value,Date
361,2018,2,molecule26,brand67,SKU148,192.0,17217.964224562616,2018-02-01
360,2018,2,molecule25,brand66,SKU146,565.0,5818.191819289319,2018-02-01
359,2018,2,molecule25,brand65,SKU145,15372.0,19357.85484631934,2018-02-01
358,2018,2,molecule25,brand64,SKU144,53501.0,22617.166977657354,2018-02-01
357,2018,2,molecule24,brand61,SKU141,2846.0,42088.57120639006,2018-02-01
356,2018,2,molecule24,brand60,SKU140,24586.0,496089.5898548512,2018-02-01
355,2018,2,molecule22,brand58,SKU137,13333.0,60743.1182651357,2018-02-01
354,2018,2,molecule22,brand58,SKU136,3013.0,21165.896083787433,2018-02-01
353,2018,2,molecule22,brand57,SKU135,15127.0,81103.72966803607,2018-02-01
352,2018,2,molecule22,brand57,SKU134,5953.0,40869.3309586883,2018-02-01
308,2018,2,molecule15,brand32,SKU80,25.0,12800.24035511189,2018-02-01
350,2018,2,molecule22,brand56,SKU132,76385.0,83722.98996321773,2018-02-01
349,2018,2,molecule22,brand56,SKU131,199761.0,237393.8920009146,2018-02-01
348,2018,2,molecule22,brand56,SKU130,3110.0,14336.348710688299,2018-02-01
347,2018,2,molecule22,brand56,SKU129,19233.0,35915.29060831753,2018-02-01
346,2018,2,molecule22,brand55,SKU128,1797.0,101032.7119382789,2018-02-01
345,2018,2,molecule22,brand54,SKU127,4747.0,16046.008694792148,2018-02-01
344,2018,2,molecule22,brand54,SKU126,2460.0,10200.431091304266,2018-02-01
343,2018,2,molecule22,brand53,SKU125,38.0,449.56937228108904,2018-02-01
342,2018,2,molecule22,brand51,SKU121,17150.0,150646.32872496665,2018-02-01
341,2018,2,molecule22,brand51,SKU120,24137.0,178057.40491098101,2018-02-01
340,2018,2,molecule22,brand51,SKU119,11168.0,111420.81138865907,2018-02-01
338,2018,2,molecule21,brand50,SKU118,88.0,7500.960567150392,2018-02-01
307,2018,2,molecule14,brand31,SKU79,251.0,31916.481181728876,2018-02-01
276,2018,2,molecule6,brand14,SKU44,44513.0,106134.07910898642,2018-02-01
305,2018,2,molecule13,brand30,SKU76,1828.0,33755.46726917649,2018-02-01
272,2018,2,molecule5,brand10,SKU27,23263.0,408535.21482461225,2018-02-01
271,2018,2,molecule5,brand10,SKU26,27087.0,322523.63075864693,2018-02-01
270,2018,2,molecule5,brand10,SKU25,7288.0,186348.1765354162,2018-02-01
269,2018,2,molecule5,brand10,SKU24,7144.0,111034.46097195061,2018-02-01
268,2018,2,molecule5,brand9,SKU23,1329.0,2786.6946489778056,2018-02-01
267,2018,2,molecule5,brand9,SKU22,1131.0,2171.23509968771,2018-02-01
266,2018,2,molecule5,brand9,SKU21,452.0,1135.066808493232,2018-02-01
265,2018,2,molecule5,brand8,SKU20,24109.0,117897.4542964016,2018-02-01
264,2018,2,molecule5,brand8,SKU19,4514.0,24923.098813591838,2018-02-01
